timezero,location,target,value
20120429,HHS Region 6,Season peak percentage,4.10656
20120429,HHS Region 6,Season peak week,20120311
20120429,HHS Region 6,Season onset,NA
20120506,HHS Region 6,1 wk ahead,1.88577
20120506,HHS Region 6,2 wk ahead,1.9224
20120506,HHS Region 6,3 wk ahead,2.19488
20120506,HHS Region 6,4 wk ahead,1.45448
20120506,HHS Region 6,Season peak percentage,4.10656
20120506,HHS Region 6,Season peak week,20120311
20120506,HHS Region 6,Season onset,NA
20120513,HHS Region 6,1 wk ahead,1.9224
20120513,HHS Region 6,2 wk ahead,2.19488
20120513,HHS Region 6,3 wk ahead,1.45448
20120513,HHS Region 6,4 wk ahead,1.29741
20120513,HHS Region 6,Season peak percentage,4.10656
20120513,HHS Region 6,Season peak week,20120311
20120513,HHS Region 6,Season onset,NA
20120520,HHS Region 6,1 wk ahead,2.19488
20120520,HHS Region 6,2 wk ahead,1.45448
20120520,HHS Region 6,3 wk ahead,1.29741
20120520,HHS Region 6,4 wk ahead,1.45649
20120520,HHS Region 6,Season peak percentage,4.10656
20120520,HHS Region 6,Season peak week,20120311
20120520,HHS Region 6,Season onset,NA
20120527,HHS Region 6,1 wk ahead,1.45448
20120527,HHS Region 6,2 wk ahead,1.29741
20120527,HHS Region 6,3 wk ahead,1.45649
20120527,HHS Region 6,4 wk ahead,2.15795
20120527,HHS Region 6,Season peak percentage,4.10656
20120527,HHS Region 6,Season peak week,20120311
20120527,HHS Region 6,Season onset,NA
20120603,HHS Region 6,1 wk ahead,1.29741
20120603,HHS Region 6,2 wk ahead,1.45649
20120603,HHS Region 6,3 wk ahead,2.15795
20120603,HHS Region 6,4 wk ahead,1.49991
20120603,HHS Region 6,Season peak percentage,4.10656
20120603,HHS Region 6,Season peak week,20120311
20120603,HHS Region 6,Season onset,NA
20120610,HHS Region 6,1 wk ahead,1.45649
20120610,HHS Region 6,2 wk ahead,2.15795
20120610,HHS Region 6,3 wk ahead,1.49991
20120610,HHS Region 6,4 wk ahead,1.31529
20120610,HHS Region 6,Season peak percentage,4.10656
20120610,HHS Region 6,Season peak week,20120311
20120610,HHS Region 6,Season onset,NA
20120617,HHS Region 6,1 wk ahead,2.15795
20120617,HHS Region 6,2 wk ahead,1.49991
20120617,HHS Region 6,3 wk ahead,1.31529
20120617,HHS Region 6,4 wk ahead,1.23195
20120617,HHS Region 6,Season peak percentage,4.10656
20120617,HHS Region 6,Season peak week,20120311
20120617,HHS Region 6,Season onset,NA
20120624,HHS Region 6,1 wk ahead,1.49991
20120624,HHS Region 6,2 wk ahead,1.31529
20120624,HHS Region 6,3 wk ahead,1.23195
20120624,HHS Region 6,4 wk ahead,1.17031
20120624,HHS Region 6,Season peak percentage,4.10656
20120624,HHS Region 6,Season peak week,20120311
20120624,HHS Region 6,Season onset,NA
20120701,HHS Region 6,1 wk ahead,1.31529
20120701,HHS Region 6,2 wk ahead,1.23195
20120701,HHS Region 6,3 wk ahead,1.17031
20120701,HHS Region 6,4 wk ahead,1.29867
20120701,HHS Region 6,Season peak percentage,4.10656
20120701,HHS Region 6,Season peak week,20120311
20120701,HHS Region 6,Season onset,NA
20120708,HHS Region 6,1 wk ahead,1.23195
20120708,HHS Region 6,2 wk ahead,1.17031
20120708,HHS Region 6,3 wk ahead,1.29867
20120708,HHS Region 6,4 wk ahead,1.25579
20120708,HHS Region 6,Season peak percentage,4.10656
20120708,HHS Region 6,Season peak week,20120311
20120708,HHS Region 6,Season onset,NA
20120715,HHS Region 6,1 wk ahead,1.17031
20120715,HHS Region 6,2 wk ahead,1.29867
20120715,HHS Region 6,3 wk ahead,1.25579
20120715,HHS Region 6,4 wk ahead,1.14701
20120715,HHS Region 6,Season peak percentage,4.10656
20120715,HHS Region 6,Season peak week,20120311
20120715,HHS Region 6,Season onset,NA
20110724,HHS Region 7,1 wk ahead,0.123973
20110724,HHS Region 7,2 wk ahead,0.0966253
20110724,HHS Region 7,3 wk ahead,0.0735469
20110724,HHS Region 7,4 wk ahead,0.105808
20110724,HHS Region 7,Season peak percentage,3.4431
20110724,HHS Region 7,Season peak week,20120226
20110724,HHS Region 7,Season onset,20120129
20110731,HHS Region 7,1 wk ahead,0.0966253
20110731,HHS Region 7,2 wk ahead,0.0735469
20110731,HHS Region 7,3 wk ahead,0.105808
20110731,HHS Region 7,4 wk ahead,0.237367
20110731,HHS Region 7,Season peak percentage,3.4431
20110731,HHS Region 7,Season peak week,20120226
20110731,HHS Region 7,Season onset,20120129
20110807,HHS Region 7,1 wk ahead,0.0735469
20110807,HHS Region 7,2 wk ahead,0.105808
20110807,HHS Region 7,3 wk ahead,0.237367
20110807,HHS Region 7,4 wk ahead,0.485177
20110807,HHS Region 7,Season peak percentage,3.4431
20110807,HHS Region 7,Season peak week,20120226
20110807,HHS Region 7,Season onset,20120129
20110814,HHS Region 7,1 wk ahead,0.105808
20110814,HHS Region 7,2 wk ahead,0.237367
20110814,HHS Region 7,3 wk ahead,0.485177
20110814,HHS Region 7,4 wk ahead,0.872045
20110814,HHS Region 7,Season peak percentage,3.4431
20110814,HHS Region 7,Season peak week,20120226
20110814,HHS Region 7,Season onset,20120129
20110821,HHS Region 7,1 wk ahead,0.237367
20110821,HHS Region 7,2 wk ahead,0.485177
20110821,HHS Region 7,3 wk ahead,0.872045
20110821,HHS Region 7,4 wk ahead,0.448749
20110821,HHS Region 7,Season peak percentage,3.4431
20110821,HHS Region 7,Season peak week,20120226
20110821,HHS Region 7,Season onset,20120129
20110828,HHS Region 7,1 wk ahead,0.485177
20110828,HHS Region 7,2 wk ahead,0.872045
20110828,HHS Region 7,3 wk ahead,0.448749
20110828,HHS Region 7,4 wk ahead,0.490696
20110828,HHS Region 7,Season peak percentage,3.4431
20110828,HHS Region 7,Season peak week,20120226
20110828,HHS Region 7,Season onset,20120129
20110904,HHS Region 7,1 wk ahead,0.872045
20110904,HHS Region 7,2 wk ahead,0.448749
20110904,HHS Region 7,3 wk ahead,0.490696
20110904,HHS Region 7,4 wk ahead,0.890842
20110904,HHS Region 7,Season peak percentage,3.4431
20110904,HHS Region 7,Season peak week,20120226
20110904,HHS Region 7,Season onset,20120129
20110911,HHS Region 7,1 wk ahead,0.448749
20110911,HHS Region 7,2 wk ahead,0.490696
20110911,HHS Region 7,3 wk ahead,0.890842
20110911,HHS Region 7,4 wk ahead,0.851874
20110911,HHS Region 7,Season peak percentage,3.4431
20110911,HHS Region 7,Season peak week,20120226
20110911,HHS Region 7,Season onset,20120129
20110918,HHS Region 7,1 wk ahead,0.490696
20110918,HHS Region 7,2 wk ahead,0.890842
20110918,HHS Region 7,3 wk ahead,0.851874
20110918,HHS Region 7,4 wk ahead,0.761474
20110918,HHS Region 7,Season peak percentage,3.4431
20110918,HHS Region 7,Season peak week,20120226
20110918,HHS Region 7,Season onset,20120129
20110925,HHS Region 7,1 wk ahead,0.890842
20110925,HHS Region 7,2 wk ahead,0.851874
20110925,HHS Region 7,3 wk ahead,0.761474
20110925,HHS Region 7,4 wk ahead,0.961229
20110925,HHS Region 7,Season peak percentage,3.4431
20110925,HHS Region 7,Season peak week,20120226
20110925,HHS Region 7,Season onset,20120129
20111002,HHS Region 7,1 wk ahead,0.851874
20111002,HHS Region 7,2 wk ahead,0.761474
20111002,HHS Region 7,3 wk ahead,0.961229
20111002,HHS Region 7,4 wk ahead,1.14083
20111002,HHS Region 7,Season peak percentage,3.4431
20111002,HHS Region 7,Season peak week,20120226
20111002,HHS Region 7,Season onset,20120129
20111009,HHS Region 7,1 wk ahead,0.761474
20111009,HHS Region 7,2 wk ahead,0.961229
20111009,HHS Region 7,3 wk ahead,1.14083
20111009,HHS Region 7,4 wk ahead,0.90938
20111009,HHS Region 7,Season peak percentage,3.4431
20111009,HHS Region 7,Season peak week,20120226
20111009,HHS Region 7,Season onset,20120129
20111016,HHS Region 7,1 wk ahead,0.961229
20111016,HHS Region 7,2 wk ahead,1.14083
20111016,HHS Region 7,3 wk ahead,0.90938
20111016,HHS Region 7,4 wk ahead,0.839903
20111016,HHS Region 7,Season peak percentage,3.4431
20111016,HHS Region 7,Season peak week,20120226
20111016,HHS Region 7,Season onset,20120129
20111023,HHS Region 7,1 wk ahead,1.14083
20111023,HHS Region 7,2 wk ahead,0.90938
20111023,HHS Region 7,3 wk ahead,0.839903
20111023,HHS Region 7,4 wk ahead,0.862174
20111023,HHS Region 7,Season peak percentage,3.4431
20111023,HHS Region 7,Season peak week,20120226
20111023,HHS Region 7,Season onset,20120129
20111030,HHS Region 7,1 wk ahead,0.90938
20111030,HHS Region 7,2 wk ahead,0.839903
20111030,HHS Region 7,3 wk ahead,0.862174
20111030,HHS Region 7,4 wk ahead,1.03336
20111030,HHS Region 7,Season peak percentage,3.4431
20111030,HHS Region 7,Season peak week,20120226
20111030,HHS Region 7,Season onset,20120129
20111106,HHS Region 7,1 wk ahead,0.839903
20111106,HHS Region 7,2 wk ahead,0.862174
20111106,HHS Region 7,3 wk ahead,1.03336
20111106,HHS Region 7,4 wk ahead,0.821731
20111106,HHS Region 7,Season peak percentage,3.4431
20111106,HHS Region 7,Season peak week,20120226
20111106,HHS Region 7,Season onset,20120129
20111113,HHS Region 7,1 wk ahead,0.862174
20111113,HHS Region 7,2 wk ahead,1.03336
20111113,HHS Region 7,3 wk ahead,0.821731
20111113,HHS Region 7,4 wk ahead,1.4333
20111113,HHS Region 7,Season peak percentage,3.4431
20111113,HHS Region 7,Season peak week,20120226
20111113,HHS Region 7,Season onset,20120129
20111120,HHS Region 7,1 wk ahead,1.03336
20111120,HHS Region 7,2 wk ahead,0.821731
20111120,HHS Region 7,3 wk ahead,1.4333
20111120,HHS Region 7,4 wk ahead,1.41392
20111120,HHS Region 7,Season peak percentage,3.4431
20111120,HHS Region 7,Season peak week,20120226
20111120,HHS Region 7,Season onset,20120129
20111127,HHS Region 7,1 wk ahead,0.821731
20111127,HHS Region 7,2 wk ahead,1.4333
20111127,HHS Region 7,3 wk ahead,1.41392
20111127,HHS Region 7,4 wk ahead,1.89373
20111127,HHS Region 7,Season peak percentage,3.4431
20111127,HHS Region 7,Season peak week,20120226
20111127,HHS Region 7,Season onset,20120129
20111204,HHS Region 7,1 wk ahead,1.4333
20111204,HHS Region 7,2 wk ahead,1.41392
20111204,HHS Region 7,3 wk ahead,1.89373
20111204,HHS Region 7,4 wk ahead,1.47953
20111204,HHS Region 7,Season peak percentage,3.4431
20111204,HHS Region 7,Season peak week,20120226
20111204,HHS Region 7,Season onset,20120129
20111211,HHS Region 7,1 wk ahead,1.41392
20111211,HHS Region 7,2 wk ahead,1.89373
20111211,HHS Region 7,3 wk ahead,1.47953
20111211,HHS Region 7,4 wk ahead,1.49896
20111211,HHS Region 7,Season peak percentage,3.4431
20111211,HHS Region 7,Season peak week,20120226
20111211,HHS Region 7,Season onset,20120129
20111218,HHS Region 7,1 wk ahead,1.89373
20111218,HHS Region 7,2 wk ahead,1.47953
20111218,HHS Region 7,3 wk ahead,1.49896
20111218,HHS Region 7,4 wk ahead,1.60103
20111218,HHS Region 7,Season peak percentage,3.4431
20111218,HHS Region 7,Season peak week,20120226
20111218,HHS Region 7,Season onset,20120129
20111225,HHS Region 7,1 wk ahead,1.47953
20111225,HHS Region 7,2 wk ahead,1.49896
20111225,HHS Region 7,3 wk ahead,1.60103
20111225,HHS Region 7,4 wk ahead,1.75629
20111225,HHS Region 7,Season peak percentage,3.4431
20111225,HHS Region 7,Season peak week,20120226
20111225,HHS Region 7,Season onset,20120129
20120101,HHS Region 7,1 wk ahead,1.49896
20120101,HHS Region 7,2 wk ahead,1.60103
20120101,HHS Region 7,3 wk ahead,1.75629
20120101,HHS Region 7,4 wk ahead,2.59091
20120101,HHS Region 7,Season peak percentage,3.4431
20120101,HHS Region 7,Season peak week,20120226
20120101,HHS Region 7,Season onset,20120129
20120108,HHS Region 7,1 wk ahead,1.60103
20120108,HHS Region 7,2 wk ahead,1.75629
20120108,HHS Region 7,3 wk ahead,2.59091
20120108,HHS Region 7,4 wk ahead,2.81845
20120108,HHS Region 7,Season peak percentage,3.4431
20120108,HHS Region 7,Season peak week,20120226
20120108,HHS Region 7,Season onset,20120129
20120115,HHS Region 7,1 wk ahead,1.75629
20120115,HHS Region 7,2 wk ahead,2.59091
20120115,HHS Region 7,3 wk ahead,2.81845
20120115,HHS Region 7,4 wk ahead,3.1466
20120115,HHS Region 7,Season peak percentage,3.4431
20120115,HHS Region 7,Season peak week,20120226
20120115,HHS Region 7,Season onset,20120129
20120122,HHS Region 7,1 wk ahead,2.59091
20120122,HHS Region 7,2 wk ahead,2.81845
20120122,HHS Region 7,3 wk ahead,3.1466
20120122,HHS Region 7,4 wk ahead,3.03559
20120122,HHS Region 7,Season peak percentage,3.4431
20120122,HHS Region 7,Season peak week,20120226
20120122,HHS Region 7,Season onset,20120129
20120129,HHS Region 7,1 wk ahead,2.81845
20120129,HHS Region 7,2 wk ahead,3.1466
20120129,HHS Region 7,3 wk ahead,3.03559
20120129,HHS Region 7,4 wk ahead,3.4431
20120129,HHS Region 7,Season peak percentage,3.4431
20120129,HHS Region 7,Season peak week,20120226
20120129,HHS Region 7,Season onset,20120129
20120205,HHS Region 7,1 wk ahead,3.1466
20120205,HHS Region 7,2 wk ahead,3.03559
20120205,HHS Region 7,3 wk ahead,3.4431
20120205,HHS Region 7,4 wk ahead,3.12669
20120205,HHS Region 7,Season peak percentage,3.4431
20120205,HHS Region 7,Season peak week,20120226
20120205,HHS Region 7,Season onset,20120129
20120212,HHS Region 7,1 wk ahead,3.03559
20120212,HHS Region 7,2 wk ahead,3.4431
20120212,HHS Region 7,3 wk ahead,3.12669
20120212,HHS Region 7,4 wk ahead,2.64834
20120212,HHS Region 7,Season peak percentage,3.4431
20120212,HHS Region 7,Season peak week,20120226
20120212,HHS Region 7,Season onset,20120129
20120219,HHS Region 7,1 wk ahead,3.4431
20120219,HHS Region 7,2 wk ahead,3.12669
20120219,HHS Region 7,3 wk ahead,2.64834
20120219,HHS Region 7,4 wk ahead,1.69387
20120219,HHS Region 7,Season peak percentage,3.4431
20120219,HHS Region 7,Season peak week,20120226
20120219,HHS Region 7,Season onset,20120129
20120226,HHS Region 7,1 wk ahead,3.12669
20120226,HHS Region 7,2 wk ahead,2.64834
20120226,HHS Region 7,3 wk ahead,1.69387
20120226,HHS Region 7,4 wk ahead,1.209
20120226,HHS Region 7,Season peak percentage,3.4431
20120226,HHS Region 7,Season peak week,20120226
20120226,HHS Region 7,Season onset,20120129
20120304,HHS Region 7,1 wk ahead,2.64834
20120304,HHS Region 7,2 wk ahead,1.69387
20120304,HHS Region 7,3 wk ahead,1.209
20120304,HHS Region 7,4 wk ahead,0.886149
20120304,HHS Region 7,Season peak percentage,3.4431
20120304,HHS Region 7,Season peak week,20120226
20120304,HHS Region 7,Season onset,20120129
20120311,HHS Region 7,1 wk ahead,1.69387
20120311,HHS Region 7,2 wk ahead,1.209
20120311,HHS Region 7,3 wk ahead,0.886149
20120311,HHS Region 7,4 wk ahead,0.790334
20120311,HHS Region 7,Season peak percentage,3.4431
20120311,HHS Region 7,Season peak week,20120226
20120311,HHS Region 7,Season onset,20120129
20120318,HHS Region 7,1 wk ahead,1.209
20120318,HHS Region 7,2 wk ahead,0.886149
20120318,HHS Region 7,3 wk ahead,0.790334
20120318,HHS Region 7,4 wk ahead,0.751913
20120318,HHS Region 7,Season peak percentage,3.4431
20120318,HHS Region 7,Season peak week,20120226
20120318,HHS Region 7,Season onset,20120129
20120325,HHS Region 7,1 wk ahead,0.886149
20120325,HHS Region 7,2 wk ahead,0.790334
20120325,HHS Region 7,3 wk ahead,0.751913
20120325,HHS Region 7,4 wk ahead,0.692067
20120325,HHS Region 7,Season peak percentage,3.4431
20120325,HHS Region 7,Season peak week,20120226
20120325,HHS Region 7,Season onset,20120129
20120401,HHS Region 7,1 wk ahead,0.790334
20120401,HHS Region 7,2 wk ahead,0.751913
20120401,HHS Region 7,3 wk ahead,0.692067
20120401,HHS Region 7,4 wk ahead,0.837067
20120401,HHS Region 7,Season peak percentage,3.4431
20120401,HHS Region 7,Season peak week,20120226
20120401,HHS Region 7,Season onset,20120129
20120408,HHS Region 7,1 wk ahead,0.751913
20120408,HHS Region 7,2 wk ahead,0.692067
20120408,HHS Region 7,3 wk ahead,0.837067
20120408,HHS Region 7,4 wk ahead,0.664338
20120408,HHS Region 7,Season peak percentage,3.4431
20120408,HHS Region 7,Season peak week,20120226
20120408,HHS Region 7,Season onset,20120129
20120415,HHS Region 7,1 wk ahead,0.692067
20120415,HHS Region 7,2 wk ahead,0.837067
20120415,HHS Region 7,3 wk ahead,0.664338
20120415,HHS Region 7,4 wk ahead,0.517189
20120415,HHS Region 7,Season peak percentage,3.4431
20120415,HHS Region 7,Season peak week,20120226
20120415,HHS Region 7,Season onset,20120129
20120422,HHS Region 7,1 wk ahead,0.837067
20120422,HHS Region 7,2 wk ahead,0.664338
20120422,HHS Region 7,3 wk ahead,0.517189
20120422,HHS Region 7,4 wk ahead,0.440619
20120422,HHS Region 7,Season peak percentage,3.4431
20120422,HHS Region 7,Season peak week,20120226
20120422,HHS Region 7,Season onset,20120129
20120429,HHS Region 7,1 wk ahead,0.664338
20120429,HHS Region 7,2 wk ahead,0.517189
20120429,HHS Region 7,3 wk ahead,0.440619
20120429,HHS Region 7,4 wk ahead,0.274068
20120429,HHS Region 7,Season peak percentage,3.4431
20120429,HHS Region 7,Season peak week,20120226
20120429,HHS Region 7,Season onset,20120129
20120506,HHS Region 7,1 wk ahead,0.517189
20120506,HHS Region 7,2 wk ahead,0.440619
20120506,HHS Region 7,3 wk ahead,0.274068
20120506,HHS Region 7,4 wk ahead,0.0857011
20120506,HHS Region 7,Season peak percentage,3.4431
20120506,HHS Region 7,Season peak week,20120226
20120506,HHS Region 7,Season onset,20120129
20120513,HHS Region 7,1 wk ahead,0.440619
20120513,HHS Region 7,2 wk ahead,0.274068
20120513,HHS Region 7,3 wk ahead,0.0857011
20120513,HHS Region 7,4 wk ahead,0.0813149
20120513,HHS Region 7,Season peak percentage,3.4431
20120513,HHS Region 7,Season peak week,20120226
20120513,HHS Region 7,Season onset,20120129
20120520,HHS Region 7,1 wk ahead,0.274068
20120520,HHS Region 7,2 wk ahead,0.0857011
20120520,HHS Region 7,3 wk ahead,0.0813149
20120520,HHS Region 7,4 wk ahead,0.0474986
20120520,HHS Region 7,Season peak percentage,3.4431
20120520,HHS Region 7,Season peak week,20120226
20120520,HHS Region 7,Season onset,20120129
20120527,HHS Region 7,1 wk ahead,0.0857011
20120527,HHS Region 7,2 wk ahead,0.0813149
20120527,HHS Region 7,3 wk ahead,0.0474986
20120527,HHS Region 7,4 wk ahead,0.0886178
20120527,HHS Region 7,Season peak percentage,3.4431
20120527,HHS Region 7,Season peak week,20120226
20120527,HHS Region 7,Season onset,20120129
20120603,HHS Region 7,1 wk ahead,0.0813149
20120603,HHS Region 7,2 wk ahead,0.0474986
20120603,HHS Region 7,3 wk ahead,0.0886178
20120603,HHS Region 7,4 wk ahead,0.174976
20120603,HHS Region 7,Season peak percentage,3.4431
20120603,HHS Region 7,Season peak week,20120226
20120603,HHS Region 7,Season onset,20120129
20120610,HHS Region 7,1 wk ahead,0.0474986
20120610,HHS Region 7,2 wk ahead,0.0886178
20120610,HHS Region 7,3 wk ahead,0.174976
20120610,HHS Region 7,4 wk ahead,0.170595
20120610,HHS Region 7,Season peak percentage,3.4431
20120610,HHS Region 7,Season peak week,20120226
20120610,HHS Region 7,Season onset,20120129
20120617,HHS Region 7,1 wk ahead,0.0886178
20120617,HHS Region 7,2 wk ahead,0.174976
20120617,HHS Region 7,3 wk ahead,0.170595
20120617,HHS Region 7,4 wk ahead,0.132304
20120617,HHS Region 7,Season peak percentage,3.4431
20120617,HHS Region 7,Season peak week,20120226
20120617,HHS Region 7,Season onset,20120129
20120624,HHS Region 7,1 wk ahead,0.174976
20120624,HHS Region 7,2 wk ahead,0.170595
20120624,HHS Region 7,3 wk ahead,0.132304
20120624,HHS Region 7,4 wk ahead,0.134456
20120624,HHS Region 7,Season peak percentage,3.4431
20120624,HHS Region 7,Season peak week,20120226
20120624,HHS Region 7,Season onset,20120129
20120701,HHS Region 7,1 wk ahead,0.170595
20120701,HHS Region 7,2 wk ahead,0.132304
20120701,HHS Region 7,3 wk ahead,0.134456
20120701,HHS Region 7,4 wk ahead,0.17458
20120701,HHS Region 7,Season peak percentage,3.4431
20120701,HHS Region 7,Season peak week,20120226
20120701,HHS Region 7,Season onset,20120129
20120708,HHS Region 7,1 wk ahead,0.132304
20120708,HHS Region 7,2 wk ahead,0.134456
20120708,HHS Region 7,3 wk ahead,0.17458
20120708,HHS Region 7,4 wk ahead,0.113721
20120708,HHS Region 7,Season peak percentage,3.4431
20120708,HHS Region 7,Season peak week,20120226
20120708,HHS Region 7,Season onset,20120129
20120715,HHS Region 7,1 wk ahead,0.134456
20120715,HHS Region 7,2 wk ahead,0.17458
20120715,HHS Region 7,3 wk ahead,0.113721
20120715,HHS Region 7,4 wk ahead,0.150156
20120715,HHS Region 7,Season peak percentage,3.4431
20120715,HHS Region 7,Season peak week,20120226
20120715,HHS Region 7,Season onset,20120129
20110724,HHS Region 8,1 wk ahead,0.298386
20110724,HHS Region 8,2 wk ahead,0.280377
20110724,HHS Region 8,3 wk ahead,0.287781
20110724,HHS Region 8,4 wk ahead,0.31778
20110724,HHS Region 8,Season peak percentage,2.20177
20110724,HHS Region 8,Season peak week,20120311
20110724,HHS Region 8,Season onset,20120311
20110731,HHS Region 8,1 wk ahead,0.280377
20110731,HHS Region 8,2 wk ahead,0.287781
20110731,HHS Region 8,3 wk ahead,0.31778
20110731,HHS Region 8,4 wk ahead,0.445527
20110731,HHS Region 8,Season peak percentage,2.20177
20110731,HHS Region 8,Season peak week,20120311
20110731,HHS Region 8,Season onset,20120311
20110807,HHS Region 8,1 wk ahead,0.287781
20110807,HHS Region 8,2 wk ahead,0.31778
20110807,HHS Region 8,3 wk ahead,0.445527
20110807,HHS Region 8,4 wk ahead,0.472375
20110807,HHS Region 8,Season peak percentage,2.20177
20110807,HHS Region 8,Season peak week,20120311
20110807,HHS Region 8,Season onset,20120311
20110814,HHS Region 8,1 wk ahead,0.31778
20110814,HHS Region 8,2 wk ahead,0.445527
20110814,HHS Region 8,3 wk ahead,0.472375
20110814,HHS Region 8,4 wk ahead,0.466093
20110814,HHS Region 8,Season peak percentage,2.20177
20110814,HHS Region 8,Season peak week,20120311
20110814,HHS Region 8,Season onset,20120311
20110821,HHS Region 8,1 wk ahead,0.445527
20110821,HHS Region 8,2 wk ahead,0.472375
20110821,HHS Region 8,3 wk ahead,0.466093
20110821,HHS Region 8,4 wk ahead,0.647739
20110821,HHS Region 8,Season peak percentage,2.20177
20110821,HHS Region 8,Season peak week,20120311
20110821,HHS Region 8,Season onset,20120311
20110828,HHS Region 8,1 wk ahead,0.472375
20110828,HHS Region 8,2 wk ahead,0.466093
20110828,HHS Region 8,3 wk ahead,0.647739
20110828,HHS Region 8,4 wk ahead,0.63518
20110828,HHS Region 8,Season peak percentage,2.20177
20110828,HHS Region 8,Season peak week,20120311
20110828,HHS Region 8,Season onset,20120311
20110904,HHS Region 8,1 wk ahead,0.466093
20110904,HHS Region 8,2 wk ahead,0.647739
20110904,HHS Region 8,3 wk ahead,0.63518
20110904,HHS Region 8,4 wk ahead,0.986923
20110904,HHS Region 8,Season peak percentage,2.20177
20110904,HHS Region 8,Season peak week,20120311
20110904,HHS Region 8,Season onset,20120311
20110911,HHS Region 8,1 wk ahead,0.647739
20110911,HHS Region 8,2 wk ahead,0.63518
20110911,HHS Region 8,3 wk ahead,0.986923
20110911,HHS Region 8,4 wk ahead,0.826278
20110911,HHS Region 8,Season peak percentage,2.20177
20110911,HHS Region 8,Season peak week,20120311
20110911,HHS Region 8,Season onset,20120311
20110918,HHS Region 8,1 wk ahead,0.63518
20110918,HHS Region 8,2 wk ahead,0.986923
20110918,HHS Region 8,3 wk ahead,0.826278
20110918,HHS Region 8,4 wk ahead,0.807497
20110918,HHS Region 8,Season peak percentage,2.20177
20110918,HHS Region 8,Season peak week,20120311
20110918,HHS Region 8,Season onset,20120311
20110925,HHS Region 8,1 wk ahead,0.986923
20110925,HHS Region 8,2 wk ahead,0.826278
20110925,HHS Region 8,3 wk ahead,0.807497
20110925,HHS Region 8,4 wk ahead,0.856544
20110925,HHS Region 8,Season peak percentage,2.20177
20110925,HHS Region 8,Season peak week,20120311
20110925,HHS Region 8,Season onset,20120311
20111002,HHS Region 8,1 wk ahead,0.826278
20111002,HHS Region 8,2 wk ahead,0.807497
20111002,HHS Region 8,3 wk ahead,0.856544
20111002,HHS Region 8,4 wk ahead,0.934151
20111002,HHS Region 8,Season peak percentage,2.20177
20111002,HHS Region 8,Season peak week,20120311
20111002,HHS Region 8,Season onset,20120311
20111009,HHS Region 8,1 wk ahead,0.807497
20111009,HHS Region 8,2 wk ahead,0.856544
20111009,HHS Region 8,3 wk ahead,0.934151
20111009,HHS Region 8,4 wk ahead,0.963464
20111009,HHS Region 8,Season peak percentage,2.20177
20111009,HHS Region 8,Season peak week,20120311
20111009,HHS Region 8,Season onset,20120311
20111016,HHS Region 8,1 wk ahead,0.856544
20111016,HHS Region 8,2 wk ahead,0.934151
20111016,HHS Region 8,3 wk ahead,0.963464
20111016,HHS Region 8,4 wk ahead,1.01435
20111016,HHS Region 8,Season peak percentage,2.20177
20111016,HHS Region 8,Season peak week,20120311
20111016,HHS Region 8,Season onset,20120311
20111023,HHS Region 8,1 wk ahead,0.934151
20111023,HHS Region 8,2 wk ahead,0.963464
20111023,HHS Region 8,3 wk ahead,1.01435
20111023,HHS Region 8,4 wk ahead,1.05816
20111023,HHS Region 8,Season peak percentage,2.20177
20111023,HHS Region 8,Season peak week,20120311
20111023,HHS Region 8,Season onset,20120311
20111030,HHS Region 8,1 wk ahead,0.963464
20111030,HHS Region 8,2 wk ahead,1.01435
20111030,HHS Region 8,3 wk ahead,1.05816
20111030,HHS Region 8,4 wk ahead,0.93762
20111030,HHS Region 8,Season peak percentage,2.20177
20111030,HHS Region 8,Season peak week,20120311
20111030,HHS Region 8,Season onset,20120311
20111106,HHS Region 8,1 wk ahead,1.01435
20111106,HHS Region 8,2 wk ahead,1.05816
20111106,HHS Region 8,3 wk ahead,0.93762
20111106,HHS Region 8,4 wk ahead,0.918249
20111106,HHS Region 8,Season peak percentage,2.20177
20111106,HHS Region 8,Season peak week,20120311
20111106,HHS Region 8,Season onset,20120311
20111113,HHS Region 8,1 wk ahead,1.05816
20111113,HHS Region 8,2 wk ahead,0.93762
20111113,HHS Region 8,3 wk ahead,0.918249
20111113,HHS Region 8,4 wk ahead,0.992111
20111113,HHS Region 8,Season peak percentage,2.20177
20111113,HHS Region 8,Season peak week,20120311
20111113,HHS Region 8,Season onset,20120311
20111120,HHS Region 8,1 wk ahead,0.93762
20111120,HHS Region 8,2 wk ahead,0.918249
20111120,HHS Region 8,3 wk ahead,0.992111
20111120,HHS Region 8,4 wk ahead,1.02736
20111120,HHS Region 8,Season peak percentage,2.20177
20111120,HHS Region 8,Season peak week,20120311
20111120,HHS Region 8,Season onset,20120311
20111127,HHS Region 8,1 wk ahead,0.918249
20111127,HHS Region 8,2 wk ahead,0.992111
20111127,HHS Region 8,3 wk ahead,1.02736
20111127,HHS Region 8,4 wk ahead,1.10691
20111127,HHS Region 8,Season peak percentage,2.20177
20111127,HHS Region 8,Season peak week,20120311
20111127,HHS Region 8,Season onset,20120311
20111204,HHS Region 8,1 wk ahead,0.992111
20111204,HHS Region 8,2 wk ahead,1.02736
20111204,HHS Region 8,3 wk ahead,1.10691
20111204,HHS Region 8,4 wk ahead,1.05437
20111204,HHS Region 8,Season peak percentage,2.20177
