timezero,unit,target,value
2018-01-14,HHS Region 2,4 wk ahead,10.1735
2018-01-14,HHS Region 2,Season onset,2017-12-03
2018-01-21,HHS Region 2,1 wk ahead,9.84631
2018-01-21,HHS Region 2,2 wk ahead,10.3506
2018-01-21,HHS Region 2,3 wk ahead,10.1735
2018-01-21,HHS Region 2,4 wk ahead,7.37541
2018-01-21,HHS Region 2,Season onset,2017-12-03
2018-01-28,HHS Region 2,1 wk ahead,10.3506
2018-01-28,HHS Region 2,2 wk ahead,10.1735
2018-01-28,HHS Region 2,3 wk ahead,7.37541
2018-01-28,HHS Region 2,4 wk ahead,4.96355
2018-01-28,HHS Region 2,Season onset,2017-12-03
2018-02-04,HHS Region 2,1 wk ahead,10.1735
2018-02-04,HHS Region 2,2 wk ahead,7.37541
2018-02-04,HHS Region 2,3 wk ahead,4.96355
2018-02-04,HHS Region 2,4 wk ahead,4.65425
2018-02-04,HHS Region 2,Season onset,2017-12-03
2018-02-11,HHS Region 2,1 wk ahead,7.37541
2018-02-11,HHS Region 2,2 wk ahead,4.96355
2018-02-11,HHS Region 2,3 wk ahead,4.65425
2018-02-11,HHS Region 2,4 wk ahead,3.68725
2018-02-11,HHS Region 2,Season onset,2017-12-03
2018-02-18,HHS Region 2,1 wk ahead,4.96355
2018-02-18,HHS Region 2,2 wk ahead,4.65425
2018-02-18,HHS Region 2,3 wk ahead,3.68725
2018-02-18,HHS Region 2,4 wk ahead,3.20983
2018-02-18,HHS Region 2,Season onset,2017-12-03
2018-02-25,HHS Region 2,1 wk ahead,4.65425
2018-02-25,HHS Region 2,2 wk ahead,3.68725
2018-02-25,HHS Region 2,3 wk ahead,3.20983
2018-02-25,HHS Region 2,4 wk ahead,3.22079
2018-02-25,HHS Region 2,Season onset,2017-12-03
2018-03-04,HHS Region 2,1 wk ahead,3.68725
2018-03-04,HHS Region 2,2 wk ahead,3.20983
2018-03-04,HHS Region 2,3 wk ahead,3.22079
2018-03-04,HHS Region 2,4 wk ahead,2.88186
2018-03-04,HHS Region 2,Season onset,2017-12-03
2018-03-11,HHS Region 2,1 wk ahead,3.20983
2018-03-11,HHS Region 2,2 wk ahead,3.22079
2018-03-11,HHS Region 2,3 wk ahead,2.88186
2018-03-11,HHS Region 2,4 wk ahead,2.54854
2018-03-11,HHS Region 2,Season onset,2017-12-03
2018-03-18,HHS Region 2,1 wk ahead,3.22079
2018-03-18,HHS Region 2,2 wk ahead,2.88186
2018-03-18,HHS Region 2,3 wk ahead,2.54854
2018-03-18,HHS Region 2,4 wk ahead,2.31845
2018-03-18,HHS Region 2,Season onset,2017-12-03
2018-03-25,HHS Region 2,1 wk ahead,2.88186
2018-03-25,HHS Region 2,2 wk ahead,2.54854
2018-03-25,HHS Region 2,3 wk ahead,2.31845
2018-03-25,HHS Region 2,4 wk ahead,2.24362
2018-03-25,HHS Region 2,Season onset,2017-12-03
2018-04-01,HHS Region 2,1 wk ahead,2.54854
2018-04-01,HHS Region 2,2 wk ahead,2.31845
2018-04-01,HHS Region 2,3 wk ahead,2.24362
2018-04-01,HHS Region 2,4 wk ahead,3.07724
2018-04-01,HHS Region 2,Season onset,2017-12-03
2018-04-08,HHS Region 2,1 wk ahead,2.31845
2018-04-08,HHS Region 2,2 wk ahead,2.24362
2018-04-08,HHS Region 2,3 wk ahead,3.07724
2018-04-08,HHS Region 2,Season onset,2017-12-03
2018-04-15,HHS Region 2,1 wk ahead,2.24362
2018-04-15,HHS Region 2,2 wk ahead,3.07724
2018-04-15,HHS Region 2,Season onset,2017-12-03
2018-04-22,HHS Region 2,1 wk ahead,3.07724
2018-04-22,HHS Region 2,Season onset,2017-12-03
2018-04-29,HHS Region 2,Season onset,2017-12-03
2018-05-06,HHS Region 2,Season onset,2017-12-03
2018-05-13,HHS Region 2,Season onset,2017-12-03
2018-05-20,HHS Region 2,Season onset,2017-12-03
2018-05-27,HHS Region 2,Season onset,2017-12-03
2018-06-03,HHS Region 2,Season onset,2017-12-03
2018-06-10,HHS Region 2,Season onset,2017-12-03
2018-06-17,HHS Region 2,Season onset,2017-12-03
2018-06-24,HHS Region 2,Season onset,2017-12-03
2018-07-01,HHS Region 2,Season onset,2017-12-03
2018-07-08,HHS Region 2,Season onset,2017-12-03
2018-07-15,HHS Region 2,Season onset,2017-12-03
2017-07-23,HHS Region 3,1 wk ahead,0.797999
2017-07-23,HHS Region 3,2 wk ahead,0.586092
2017-07-23,HHS Region 3,3 wk ahead,0.611163
2017-07-23,HHS Region 3,4 wk ahead,0.623141
2017-07-23,HHS Region 3,Season onset,2017-12-17
2017-07-30,HHS Region 3,1 wk ahead,0.586092
2017-07-30,HHS Region 3,2 wk ahead,0.611163
2017-07-30,HHS Region 3,3 wk ahead,0.623141
2017-07-30,HHS Region 3,4 wk ahead,0.781271
2017-07-30,HHS Region 3,Season onset,2017-12-17
2017-08-06,HHS Region 3,1 wk ahead,0.611163
2017-08-06,HHS Region 3,2 wk ahead,0.623141
2017-08-06,HHS Region 3,3 wk ahead,0.781271
2017-08-06,HHS Region 3,4 wk ahead,0.855259
2017-08-06,HHS Region 3,Season onset,2017-12-17
2017-08-13,HHS Region 3,1 wk ahead,0.623141
2017-08-13,HHS Region 3,2 wk ahead,0.781271
2017-08-13,HHS Region 3,3 wk ahead,0.855259
2017-08-13,HHS Region 3,4 wk ahead,0.755999
2017-08-13,HHS Region 3,Season onset,2017-12-17
2017-08-20,HHS Region 3,1 wk ahead,0.781271
2017-08-20,HHS Region 3,2 wk ahead,0.855259
2017-08-20,HHS Region 3,3 wk ahead,0.755999
2017-08-20,HHS Region 3,4 wk ahead,0.85242
2017-08-20,HHS Region 3,Season onset,2017-12-17
2017-08-27,HHS Region 3,1 wk ahead,0.855259
2017-08-27,HHS Region 3,2 wk ahead,0.755999
2017-08-27,HHS Region 3,3 wk ahead,0.85242
2017-08-27,HHS Region 3,4 wk ahead,0.980626
2017-08-27,HHS Region 3,Season onset,2017-12-17
2017-09-03,HHS Region 3,1 wk ahead,0.755999
2017-09-03,HHS Region 3,2 wk ahead,0.85242
2017-09-03,HHS Region 3,3 wk ahead,0.980626
2017-09-03,HHS Region 3,4 wk ahead,0.926452
2017-09-03,HHS Region 3,Season onset,2017-12-17
2017-09-10,HHS Region 3,1 wk ahead,0.85242
2017-09-10,HHS Region 3,2 wk ahead,0.980626
2017-09-10,HHS Region 3,3 wk ahead,0.926452
2017-09-10,HHS Region 3,4 wk ahead,0.990782
2017-09-10,HHS Region 3,Season onset,2017-12-17
2017-09-17,HHS Region 3,1 wk ahead,0.980626
2017-09-17,HHS Region 3,2 wk ahead,0.926452
2017-09-17,HHS Region 3,3 wk ahead,0.990782
2017-09-17,HHS Region 3,4 wk ahead,1.02534
2017-09-17,HHS Region 3,Season onset,2017-12-17
2017-09-24,HHS Region 3,1 wk ahead,0.926452
2017-09-24,HHS Region 3,2 wk ahead,0.990782
2017-09-24,HHS Region 3,3 wk ahead,1.02534
2017-09-24,HHS Region 3,4 wk ahead,1.12025
2017-09-24,HHS Region 3,Season onset,2017-12-17
2017-10-01,HHS Region 3,1 wk ahead,0.990782
2017-10-01,HHS Region 3,2 wk ahead,1.02534
2017-10-01,HHS Region 3,3 wk ahead,1.12025
2017-10-01,HHS Region 3,4 wk ahead,1.18165
2017-10-01,HHS Region 3,Season onset,2017-12-17
2017-10-08,HHS Region 3,1 wk ahead,1.02534
2017-10-08,HHS Region 3,2 wk ahead,1.12025
2017-10-08,HHS Region 3,3 wk ahead,1.18165
2017-10-08,HHS Region 3,4 wk ahead,1.3044
2017-10-08,HHS Region 3,Season onset,2017-12-17
2017-10-15,HHS Region 3,1 wk ahead,1.12025
2017-10-15,HHS Region 3,2 wk ahead,1.18165
2017-10-15,HHS Region 3,3 wk ahead,1.3044
2017-10-15,HHS Region 3,4 wk ahead,1.58192
2017-10-15,HHS Region 3,Season onset,2017-12-17
2017-10-22,HHS Region 3,1 wk ahead,1.18165
2017-10-22,HHS Region 3,2 wk ahead,1.3044
2017-10-22,HHS Region 3,3 wk ahead,1.58192
2017-10-22,HHS Region 3,4 wk ahead,1.64146
2017-10-22,HHS Region 3,Season onset,2017-12-17
2017-10-29,HHS Region 3,1 wk ahead,1.3044
2017-10-29,HHS Region 3,2 wk ahead,1.58192
2017-10-29,HHS Region 3,3 wk ahead,1.64146
2017-10-29,HHS Region 3,4 wk ahead,1.60804
2017-10-29,HHS Region 3,Season onset,2017-12-17
2017-11-05,HHS Region 3,1 wk ahead,1.58192
2017-11-05,HHS Region 3,2 wk ahead,1.64146
2017-11-05,HHS Region 3,3 wk ahead,1.60804
2017-11-05,HHS Region 3,4 wk ahead,1.63331
2017-11-05,HHS Region 3,Season onset,2017-12-17
2017-11-12,HHS Region 3,1 wk ahead,1.64146
2017-11-12,HHS Region 3,2 wk ahead,1.60804
2017-11-12,HHS Region 3,3 wk ahead,1.63331
2017-11-12,HHS Region 3,4 wk ahead,1.84008
2017-11-12,HHS Region 3,Season onset,2017-12-17
2017-11-19,HHS Region 3,1 wk ahead,1.60804
2017-11-19,HHS Region 3,2 wk ahead,1.63331
2017-11-19,HHS Region 3,3 wk ahead,1.84008
2017-11-19,HHS Region 3,4 wk ahead,2.29943
2017-11-19,HHS Region 3,Season onset,2017-12-17
2017-11-26,HHS Region 3,1 wk ahead,1.63331
2017-11-26,HHS Region 3,2 wk ahead,1.84008
2017-11-26,HHS Region 3,3 wk ahead,2.29943
2017-11-26,HHS Region 3,4 wk ahead,3.53653
2017-11-26,HHS Region 3,Season onset,2017-12-17
2017-12-03,HHS Region 3,1 wk ahead,1.84008
2017-12-03,HHS Region 3,2 wk ahead,2.29943
2017-12-03,HHS Region 3,3 wk ahead,3.53653
2017-12-03,HHS Region 3,4 wk ahead,3.45163
2017-12-03,HHS Region 3,Season onset,2017-12-17
2017-12-10,HHS Region 3,1 wk ahead,2.29943
2017-12-10,HHS Region 3,2 wk ahead,3.53653
2017-12-10,HHS Region 3,3 wk ahead,3.45163
2017-12-10,HHS Region 3,4 wk ahead,3.69783
2017-12-10,HHS Region 3,Season onset,2017-12-17
2017-12-17,HHS Region 3,1 wk ahead,3.53653
2017-12-17,HHS Region 3,2 wk ahead,3.45163
2017-12-17,HHS Region 3,3 wk ahead,3.69783
2017-12-17,HHS Region 3,4 wk ahead,4.75439
2017-12-17,HHS Region 3,Season onset,2017-12-17
2017-12-24,HHS Region 3,1 wk ahead,3.45163
2017-12-24,HHS Region 3,2 wk ahead,3.69783
2017-12-24,HHS Region 3,3 wk ahead,4.75439
2017-12-24,HHS Region 3,4 wk ahead,5.95911
2017-12-24,HHS Region 3,Season onset,2017-12-17
2017-12-31,HHS Region 3,1 wk ahead,3.69783
2017-12-31,HHS Region 3,2 wk ahead,4.75439
2017-12-31,HHS Region 3,3 wk ahead,5.95911
2017-12-31,HHS Region 3,4 wk ahead,7.05372
2017-12-31,HHS Region 3,Season onset,2017-12-17
2018-01-07,HHS Region 3,1 wk ahead,4.75439
2018-01-07,HHS Region 3,2 wk ahead,5.95911
2018-01-07,HHS Region 3,3 wk ahead,7.05372
2018-01-07,HHS Region 3,4 wk ahead,7.50235
2018-01-07,HHS Region 3,Season onset,2017-12-17
2018-01-14,HHS Region 3,1 wk ahead,5.95911
2018-01-14,HHS Region 3,2 wk ahead,7.05372
2018-01-14,HHS Region 3,3 wk ahead,7.50235
2018-01-14,HHS Region 3,4 wk ahead,7.33941
2018-01-14,HHS Region 3,Season onset,2017-12-17
2018-01-21,HHS Region 3,1 wk ahead,7.05372
2018-01-21,HHS Region 3,2 wk ahead,7.50235
2018-01-21,HHS Region 3,3 wk ahead,7.33941
2018-01-21,HHS Region 3,4 wk ahead,5.52566
2018-01-21,HHS Region 3,Season onset,2017-12-17
2018-01-28,HHS Region 3,1 wk ahead,7.50235
2018-01-28,HHS Region 3,2 wk ahead,7.33941
2018-01-28,HHS Region 3,3 wk ahead,5.52566
2018-01-28,HHS Region 3,4 wk ahead,3.7731
2018-01-28,HHS Region 3,Season onset,2017-12-17
2018-02-04,HHS Region 3,1 wk ahead,7.33941
2018-02-04,HHS Region 3,2 wk ahead,5.52566
2018-02-04,HHS Region 3,3 wk ahead,3.7731
2018-02-04,HHS Region 3,4 wk ahead,2.88842
2018-02-04,HHS Region 3,Season onset,2017-12-17
2018-02-11,HHS Region 3,1 wk ahead,5.52566
2018-02-11,HHS Region 3,2 wk ahead,3.7731
2018-02-11,HHS Region 3,3 wk ahead,2.88842
2018-02-11,HHS Region 3,4 wk ahead,2.66368
2018-02-11,HHS Region 3,Season onset,2017-12-17
2018-02-18,HHS Region 3,1 wk ahead,3.7731
2018-02-18,HHS Region 3,2 wk ahead,2.88842
2018-02-18,HHS Region 3,3 wk ahead,2.66368
2018-02-18,HHS Region 3,4 wk ahead,2.52268
2018-02-18,HHS Region 3,Season onset,2017-12-17
2018-02-25,HHS Region 3,1 wk ahead,2.88842
2018-02-25,HHS Region 3,2 wk ahead,2.66368
2018-02-25,HHS Region 3,3 wk ahead,2.52268
2018-02-25,HHS Region 3,4 wk ahead,2.47337
2018-02-25,HHS Region 3,Season onset,2017-12-17
2018-03-04,HHS Region 3,1 wk ahead,2.66368
2018-03-04,HHS Region 3,2 wk ahead,2.52268
2018-03-04,HHS Region 3,3 wk ahead,2.47337
2018-03-04,HHS Region 3,4 wk ahead,1.97889
2018-03-04,HHS Region 3,Season onset,2017-12-17
2018-03-11,HHS Region 3,1 wk ahead,2.52268
2018-03-11,HHS Region 3,2 wk ahead,2.47337
2018-03-11,HHS Region 3,3 wk ahead,1.97889
2018-03-11,HHS Region 3,4 wk ahead,1.72394
2018-03-11,HHS Region 3,Season onset,2017-12-17
2018-03-18,HHS Region 3,1 wk ahead,2.47337
2018-03-18,HHS Region 3,2 wk ahead,1.97889
2018-03-18,HHS Region 3,3 wk ahead,1.72394
2018-03-18,HHS Region 3,4 wk ahead,1.49352
2018-03-18,HHS Region 3,Season onset,2017-12-17
2018-03-25,HHS Region 3,1 wk ahead,1.97889
2018-03-25,HHS Region 3,2 wk ahead,1.72394
2018-03-25,HHS Region 3,3 wk ahead,1.49352
2018-03-25,HHS Region 3,4 wk ahead,1.37978
2018-03-25,HHS Region 3,Season onset,2017-12-17
2018-04-01,HHS Region 3,1 wk ahead,1.72394
2018-04-01,HHS Region 3,2 wk ahead,1.49352
2018-04-01,HHS Region 3,3 wk ahead,1.37978
2018-04-01,HHS Region 3,4 wk ahead,1.45895
2018-04-01,HHS Region 3,Season onset,2017-12-17
2018-04-08,HHS Region 3,1 wk ahead,1.49352
2018-04-08,HHS Region 3,2 wk ahead,1.37978
2018-04-08,HHS Region 3,3 wk ahead,1.45895
2018-04-08,HHS Region 3,Season onset,2017-12-17
2018-04-15,HHS Region 3,1 wk ahead,1.37978
2018-04-15,HHS Region 3,2 wk ahead,1.45895
2018-04-15,HHS Region 3,Season onset,2017-12-17
2018-04-22,HHS Region 3,1 wk ahead,1.45895
2018-04-22,HHS Region 3,Season onset,2017-12-17
2018-04-29,HHS Region 3,Season onset,2017-12-17
2018-05-06,HHS Region 3,Season onset,2017-12-17
2018-05-13,HHS Region 3,Season onset,2017-12-17
2018-05-20,HHS Region 3,Season onset,2017-12-17
2018-05-27,HHS Region 3,Season onset,2017-12-17
2018-06-03,HHS Region 3,Season onset,2017-12-17
2018-06-10,HHS Region 3,Season onset,2017-12-17
2018-06-17,HHS Region 3,Season onset,2017-12-17
2018-06-24,HHS Region 3,Season onset,2017-12-17
2018-07-01,HHS Region 3,Season onset,2017-12-17
2018-07-08,HHS Region 3,Season onset,2017-12-17
2018-07-15,HHS Region 3,Season onset,2017-12-17
2017-07-23,HHS Region 4,1 wk ahead,0.476357
2017-07-23,HHS Region 4,2 wk ahead,0.483647
2017-07-23,HHS Region 4,3 wk ahead,0.674289
2017-07-23,HHS Region 4,4 wk ahead,0.782429
2017-07-23,HHS Region 4,Season onset,2017-11-05
2017-07-30,HHS Region 4,1 wk ahead,0.483647
2017-07-30,HHS Region 4,2 wk ahead,0.674289
2017-07-30,HHS Region 4,3 wk ahead,0.782429
2017-07-30,HHS Region 4,4 wk ahead,1.11294
2017-07-30,HHS Region 4,Season onset,2017-11-05
2017-08-06,HHS Region 4,1 wk ahead,0.674289
2017-08-06,HHS Region 4,2 wk ahead,0.782429
2017-08-06,HHS Region 4,3 wk ahead,1.11294
2017-08-06,HHS Region 4,4 wk ahead,1.17542
2017-08-06,HHS Region 4,Season onset,2017-11-05
2017-08-13,HHS Region 4,1 wk ahead,0.782429
2017-08-13,HHS Region 4,2 wk ahead,1.11294
2017-08-13,HHS Region 4,3 wk ahead,1.17542
2017-08-13,HHS Region 4,4 wk ahead,0.937823
2017-08-13,HHS Region 4,Season onset,2017-11-05
2017-08-20,HHS Region 4,1 wk ahead,1.11294
2017-08-20,HHS Region 4,2 wk ahead,1.17542
2017-08-20,HHS Region 4,3 wk ahead,0.937823
2017-08-20,HHS Region 4,4 wk ahead,0.902408
2017-08-20,HHS Region 4,Season onset,2017-11-05
2017-08-27,HHS Region 4,1 wk ahead,1.17542
2017-08-27,HHS Region 4,2 wk ahead,0.937823
2017-08-27,HHS Region 4,3 wk ahead,0.902408
2017-08-27,HHS Region 4,4 wk ahead,1.02557
2017-08-27,HHS Region 4,Season onset,2017-11-05
2017-09-03,HHS Region 4,1 wk ahead,0.937823
2017-09-03,HHS Region 4,2 wk ahead,0.902408
2017-09-03,HHS Region 4,3 wk ahead,1.02557
2017-09-03,HHS Region 4,4 wk ahead,1.16474
2017-09-03,HHS Region 4,Season onset,2017-11-05
2017-09-10,HHS Region 4,1 wk ahead,0.902408
2017-09-10,HHS Region 4,2 wk ahead,1.02557
2017-09-10,HHS Region 4,3 wk ahead,1.16474
2017-09-10,HHS Region 4,4 wk ahead,1.2559
2017-09-10,HHS Region 4,Season onset,2017-11-05
2017-09-17,HHS Region 4,1 wk ahead,1.02557
2017-09-17,HHS Region 4,2 wk ahead,1.16474
2017-09-17,HHS Region 4,3 wk ahead,1.2559
2017-09-17,HHS Region 4,4 wk ahead,1.25906
2017-09-17,HHS Region 4,Season onset,2017-11-05
2017-09-24,HHS Region 4,1 wk ahead,1.16474
2017-09-24,HHS Region 4,2 wk ahead,1.2559
2017-09-24,HHS Region 4,3 wk ahead,1.25906
2017-09-24,HHS Region 4,4 wk ahead,1.59472
2017-09-24,HHS Region 4,Season onset,2017-11-05
2017-10-01,HHS Region 4,1 wk ahead,1.2559
2017-10-01,HHS Region 4,2 wk ahead,1.25906
2017-10-01,HHS Region 4,3 wk ahead,1.59472
2017-10-01,HHS Region 4,4 wk ahead,1.78955
2017-10-01,HHS Region 4,Season onset,2017-11-05
2017-10-08,HHS Region 4,1 wk ahead,1.25906
2017-10-08,HHS Region 4,2 wk ahead,1.59472
2017-10-08,HHS Region 4,3 wk ahead,1.78955
2017-10-08,HHS Region 4,4 wk ahead,2.12802
2017-10-08,HHS Region 4,Season onset,2017-11-05
2017-10-15,HHS Region 4,1 wk ahead,1.59472
2017-10-15,HHS Region 4,2 wk ahead,1.78955
2017-10-15,HHS Region 4,3 wk ahead,2.12802
2017-10-15,HHS Region 4,4 wk ahead,2.22418
2017-10-15,HHS Region 4,Season onset,2017-11-05
2017-10-22,HHS Region 4,1 wk ahead,1.78955
2017-10-22,HHS Region 4,2 wk ahead,2.12802
2017-10-22,HHS Region 4,3 wk ahead,2.22418
2017-10-22,HHS Region 4,4 wk ahead,2.54255
2017-10-22,HHS Region 4,Season onset,2017-11-05
2017-10-29,HHS Region 4,1 wk ahead,2.12802
2017-10-29,HHS Region 4,2 wk ahead,2.22418
2017-10-29,HHS Region 4,3 wk ahead,2.54255
2017-10-29,HHS Region 4,4 wk ahead,2.23681
2017-10-29,HHS Region 4,Season onset,2017-11-05
2017-11-05,HHS Region 4,1 wk ahead,2.22418
2017-11-05,HHS Region 4,2 wk ahead,2.54255
2017-11-05,HHS Region 4,3 wk ahead,2.23681
2017-11-05,HHS Region 4,4 wk ahead,2.5325
2017-11-05,HHS Region 4,Season onset,2017-11-05
2017-11-12,HHS Region 4,1 wk ahead,2.54255
2017-11-12,HHS Region 4,2 wk ahead,2.23681
2017-11-12,HHS Region 4,3 wk ahead,2.5325
2017-11-12,HHS Region 4,4 wk ahead,3.10558
2017-11-12,HHS Region 4,Season onset,2017-11-05
2017-11-19,HHS Region 4,1 wk ahead,2.23681
2017-11-19,HHS Region 4,2 wk ahead,2.5325
2017-11-19,HHS Region 4,3 wk ahead,3.10558
2017-11-19,HHS Region 4,4 wk ahead,4.64179
2017-11-19,HHS Region 4,Season onset,2017-11-05
2017-11-26,HHS Region 4,1 wk ahead,2.5325
2017-11-26,HHS Region 4,2 wk ahead,3.10558
2017-11-26,HHS Region 4,3 wk ahead,4.64179
2017-11-26,HHS Region 4,4 wk ahead,5.34024
2017-11-26,HHS Region 4,Season onset,2017-11-05
2017-12-03,HHS Region 4,1 wk ahead,3.10558
2017-12-03,HHS Region 4,2 wk ahead,4.64179
2017-12-03,HHS Region 4,3 wk ahead,5.34024
2017-12-03,HHS Region 4,4 wk ahead,5.36524
2017-12-03,HHS Region 4,Season onset,2017-11-05
2017-12-10,HHS Region 4,1 wk ahead,4.64179
2017-12-10,HHS Region 4,2 wk ahead,5.34024
2017-12-10,HHS Region 4,3 wk ahead,5.36524
2017-12-10,HHS Region 4,4 wk ahead,6.66816
2017-12-10,HHS Region 4,Season onset,2017-11-05
2017-12-17,HHS Region 4,1 wk ahead,5.34024
2017-12-17,HHS Region 4,2 wk ahead,5.36524
2017-12-17,HHS Region 4,3 wk ahead,6.66816
2017-12-17,HHS Region 4,4 wk ahead,8.36567
2017-12-17,HHS Region 4,Season onset,2017-11-05
2017-12-24,HHS Region 4,1 wk ahead,5.36524
2017-12-24,HHS Region 4,2 wk ahead,6.66816
2017-12-24,HHS Region 4,3 wk ahead,8.36567
2017-12-24,HHS Region 4,4 wk ahead,9.20087
2017-12-24,HHS Region 4,Season onset,2017-11-05
2017-12-31,HHS Region 4,1 wk ahead,6.66816
2017-12-31,HHS Region 4,2 wk ahead,8.36567
2017-12-31,HHS Region 4,3 wk ahead,9.20087
2017-12-31,HHS Region 4,4 wk ahead,9.22181
2017-12-31,HHS Region 4,Season onset,2017-11-05
2018-01-07,HHS Region 4,1 wk ahead,8.36567
2018-01-07,HHS Region 4,2 wk ahead,9.20087
2018-01-07,HHS Region 4,3 wk ahead,9.22181
2018-01-07,HHS Region 4,4 wk ahead,9.01636
2018-01-07,HHS Region 4,Season onset,2017-11-05
2018-01-14,HHS Region 4,1 wk ahead,9.20087
2018-01-14,HHS Region 4,2 wk ahead,9.22181
2018-01-14,HHS Region 4,3 wk ahead,9.01636
2018-01-14,HHS Region 4,4 wk ahead,6.95202
2018-01-14,HHS Region 4,Season onset,2017-11-05
2018-01-21,HHS Region 4,1 wk ahead,9.22181
2018-01-21,HHS Region 4,2 wk ahead,9.01636
2018-01-21,HHS Region 4,3 wk ahead,6.95202
2018-01-21,HHS Region 4,4 wk ahead,4.72431
2018-01-21,HHS Region 4,Season onset,2017-11-05
2018-01-28,HHS Region 4,1 wk ahead,9.01636
2018-01-28,HHS Region 4,2 wk ahead,6.95202
2018-01-28,HHS Region 4,3 wk ahead,4.72431
2018-01-28,HHS Region 4,4 wk ahead,3.05412
2018-01-28,HHS Region 4,Season onset,2017-11-05
2018-02-04,HHS Region 4,1 wk ahead,6.95202
2018-02-04,HHS Region 4,2 wk ahead,4.72431
2018-02-04,HHS Region 4,3 wk ahead,3.05412
2018-02-04,HHS Region 4,4 wk ahead,2.7393
2018-02-04,HHS Region 4,Season onset,2017-11-05
2018-02-11,HHS Region 4,1 wk ahead,4.72431
2018-02-11,HHS Region 4,2 wk ahead,3.05412
2018-02-11,HHS Region 4,3 wk ahead,2.7393
2018-02-11,HHS Region 4,4 wk ahead,2.48011
2018-02-11,HHS Region 4,Season onset,2017-11-05
2018-02-18,HHS Region 4,1 wk ahead,3.05412
2018-02-18,HHS Region 4,2 wk ahead,2.7393
2018-02-18,HHS Region 4,3 wk ahead,2.48011
2018-02-18,HHS Region 4,4 wk ahead,2.10232
2018-02-18,HHS Region 4,Season onset,2017-11-05
2018-02-25,HHS Region 4,1 wk ahead,2.7393
2018-02-25,HHS Region 4,2 wk ahead,2.48011
2018-02-25,HHS Region 4,3 wk ahead,2.10232
2018-02-25,HHS Region 4,4 wk ahead,2.09713
2018-02-25,HHS Region 4,Season onset,2017-11-05
2018-03-04,HHS Region 4,1 wk ahead,2.48011
2018-03-04,HHS Region 4,2 wk ahead,2.10232
2018-03-04,HHS Region 4,3 wk ahead,2.09713
2018-03-04,HHS Region 4,4 wk ahead,1.80745
2018-03-04,HHS Region 4,Season onset,2017-11-05
2018-03-11,HHS Region 4,1 wk ahead,2.10232
2018-03-11,HHS Region 4,2 wk ahead,2.09713
2018-03-11,HHS Region 4,3 wk ahead,1.80745
2018-03-11,HHS Region 4,4 wk ahead,1.53654
2018-03-11,HHS Region 4,Season onset,2017-11-05
2018-03-18,HHS Region 4,1 wk ahead,2.09713
2018-03-18,HHS Region 4,2 wk ahead,1.80745
2018-03-18,HHS Region 4,3 wk ahead,1.53654
2018-03-18,HHS Region 4,4 wk ahead,1.37777
2018-03-18,HHS Region 4,Season onset,2017-11-05
2018-03-25,HHS Region 4,1 wk ahead,1.80745
2018-03-25,HHS Region 4,2 wk ahead,1.53654
2018-03-25,HHS Region 4,3 wk ahead,1.37777
2018-03-25,HHS Region 4,4 wk ahead,1.30174
2018-03-25,HHS Region 4,Season onset,2017-11-05
2018-04-01,HHS Region 4,1 wk ahead,1.53654
2018-04-01,HHS Region 4,2 wk ahead,1.37777
2018-04-01,HHS Region 4,3 wk ahead,1.30174
2018-04-01,HHS Region 4,4 wk ahead,1.30758
2018-04-01,HHS Region 4,Season onset,2017-11-05
2018-04-08,HHS Region 4,1 wk ahead,1.37777
2018-04-08,HHS Region 4,2 wk ahead,1.30174
2018-04-08,HHS Region 4,3 wk ahead,1.30758
2018-04-08,HHS Region 4,Season onset,2017-11-05
2018-04-15,HHS Region 4,1 wk ahead,1.30174
2018-04-15,HHS Region 4,2 wk ahead,1.30758
2018-04-15,HHS Region 4,Season onset,2017-11-05
2018-04-22,HHS Region 4,1 wk ahead,1.30758
2018-04-22,HHS Region 4,Season onset,2017-11-05
2018-04-29,HHS Region 4,Season onset,2017-11-05
2018-05-06,HHS Region 4,Season onset,2017-11-05
2018-05-13,HHS Region 4,Season onset,2017-11-05
2018-05-20,HHS Region 4,Season onset,2017-11-05
2018-05-27,HHS Region 4,Season onset,2017-11-05
2018-06-03,HHS Region 4,Season onset,2017-11-05
2018-06-10,HHS Region 4,Season onset,2017-11-05
2018-06-17,HHS Region 4,Season onset,2017-11-05
2018-06-24,HHS Region 4,Season onset,2017-11-05
2018-07-01,HHS Region 4,Season onset,2017-11-05
2018-07-08,HHS Region 4,Season onset,2017-11-05
2018-07-15,HHS Region 4,Season onset,2017-11-05
2017-07-23,HHS Region 5,1 wk ahead,0.602327
2017-07-23,HHS Region 5,2 wk ahead,0.612967
2017-07-23,HHS Region 5,3 wk ahead,0.637141
2017-07-23,HHS Region 5,4 wk ahead,0.627954
2017-07-23,HHS Region 5,Season onset,2017-12-03
2017-07-30,HHS Region 5,1 wk ahead,0.612967
2017-07-30,HHS Region 5,2 wk ahead,0.637141
2017-07-30,HHS Region 5,3 wk ahead,0.627954
2017-07-30,HHS Region 5,4 wk ahead,0.724628
2017-07-30,HHS Region 5,Season onset,2017-12-03
2017-08-06,HHS Region 5,1 wk ahead,0.637141
2017-08-06,HHS Region 5,2 wk ahead,0.627954
2017-08-06,HHS Region 5,3 wk ahead,0.724628
2017-08-06,HHS Region 5,4 wk ahead,0.859425
